,node1,node1Label,node2,node2Label,Similarity
302,Gonzales-Aparicio_2011_old_sections_TH_neurons_quantitation,Analysis,Gonzales-Aparicio_2011_young_sections_TH_neurons_quantitation,Analysis,1.0
303,Gonzales-Aparicio_2011_old_sections_TH_neurons_quantitation,Analysis,Chan_1997_sections_TH_cells_quantitation,Analysis,1.0
300,Gonzales-Aparicio_2011_young_sections_TH_neurons_quantitation,Analysis,Gonzales-Aparicio_2011_old_sections_TH_neurons_quantitation,Analysis,1.0
301,Gonzales-Aparicio_2011_young_sections_TH_neurons_quantitation,Analysis,Chan_1997_sections_TH_cells_quantitation,Analysis,1.0
304,Grieb_2013_sections_TH_cells_quantitation,Analysis,Johnson_2010b_rat_sections_TH_neurons_quantitation,Analysis,1.0
305,Grieb_2013_sections_TH_cells_quantitation,Analysis,Johnson_2010_rats_sections_TH_neurons_quantitation,Analysis,1.0
306,Gross_2003_sections_TH_neurons_quantitation,Analysis,Sun_2012_sections_TH_neurons_quantitation,Analysis,1.0
21,Guidetti_2001_sections_spines_primary_quantitation,Analysis,Baker_1980_CBA/J_sections_neuron_quantitation,Analysis,1.0
23,Guidetti_2001_sections_spines_primary_quantitation,Analysis,Baker_1980_BALB/cJ_sections_neuron_quantitation,Analysis,1.0
25,Guidetti_2001_sections_spines_secondary_quantitation,Analysis,Baker_1980_CBA/J_sections_neuron_quantitation,Analysis,1.0
27,Guidetti_2001_sections_spines_secondary_quantitation,Analysis,Baker_1980_BALB/cJ_sections_neuron_quantitation,Analysis,1.0
435,Hage_2016_juxta_slices_spines_quantitation,Analysis,Hage_2016_juxta_young_slices_spines_quantitation,Analysis,1.0
436,Hage_2016_juxta_young_slices_spines_quantitation,Analysis,Hage_2016_juxta_slices_spines_quantitation,Analysis,1.0
262,Hamre_1999_AKR/J_sections_TH_neurons_quantitation,Analysis,Baquet_2009_sections_2dmodel_TH_neurons_quantitation,Analysis,1.0
263,Hamre_1999_AKR/J_sections_TH_neurons_quantitation,Analysis,Baquet_2009_sections_recon_TH_neurons_quantitation,Analysis,1.0
264,Hamre_1999_Bl6/Swr_sections_TH_neurons_quantitation,Analysis,Baquet_2009_sections_2dmodel_TH_neurons_quantitation,Analysis,1.0
265,Hamre_1999_Bl6/Swr_sections_TH_neurons_quantitation,Analysis,Baquet_2009_sections_recon_TH_neurons_quantitation,Analysis,1.0
266,Hamre_1999_C3H/HeJ_sections_TH_neurons_quantitation,Analysis,Baquet_2009_sections_2dmodel_TH_neurons_quantitation,Analysis,1.0
267,Hamre_1999_C3H/HeJ_sections_TH_neurons_quantitation,Analysis,Baquet_2009_sections_recon_TH_neurons_quantitation,Analysis,1.0
268,Hamre_1999_C57Bl/6J_sections_TH_neurons_quantitation,Analysis,Baquet_2009_sections_2dmodel_TH_neurons_quantitation,Analysis,1.0
269,Hamre_1999_C57Bl/6J_sections_TH_neurons_quantitation,Analysis,Baquet_2009_sections_recon_TH_neurons_quantitation,Analysis,1.0
270,Hamre_1999_C57L/J_sections_TH_neurons_quantitation,Analysis,Baquet_2009_sections_2dmodel_TH_neurons_quantitation,Analysis,1.0
271,Hamre_1999_C57L/J_sections_TH_neurons_quantitation,Analysis,Baquet_2009_sections_recon_TH_neurons_quantitation,Analysis,1.0
272,Hamre_1999_DBA/1J_sections_TH_neurons_quantitation,Analysis,Baquet_2009_sections_2dmodel_TH_neurons_quantitation,Analysis,1.0
273,Hamre_1999_DBA/1J_sections_TH_neurons_quantitation,Analysis,Baquet_2009_sections_recon_TH_neurons_quantitation,Analysis,1.0
274,Hamre_1999_DBA/2J_sections_TH_neurons_quantitation,Analysis,Baquet_2009_sections_2dmodel_TH_neurons_quantitation,Analysis,1.0
275,Hamre_1999_DBA/2J_sections_TH_neurons_quantitation,Analysis,Baquet_2009_sections_recon_TH_neurons_quantitation,Analysis,1.0
276,Hamre_1999_Swiss_sections_TH_neuron_quantitation,Analysis,Baquet_2009_sections_2dmodel_TH_neurons_quantitation,Analysis,1.0
277,Hamre_1999_Swiss_sections_TH_neuron_quantitation,Analysis,Baquet_2009_sections_recon_TH_neurons_quantitation,Analysis,1.0
260,Harris_1996_fisher_sections_TH_neurons_quantitation,Analysis,Harris_1996_lewis_sections_TH_neurons_quantitation,Analysis,1.0
261,Harris_1996_lewis_sections_TH_neurons_quantitation,Analysis,Harris_1996_fisher_sections_TH_neurons_quantitation,Analysis,1.0
307,Horvath_2011_sections_TH_neurons_quantitation,Analysis,Komnig_2016b_sections_TH_neurons_quantitation,Analysis,1.0
308,Horvath_2011_sections_TH_neurons_quantitation,Analysis,Kang_2010_sections_TH_neurons_quantitation,Analysis,1.0
29,Ihara_1986_adult_ultrathin_sections_DA_boutons_quantitation,Analysis,Ihara_1986_young_ultrathin_DA_boutons_quantitation,Analysis,1.0
35,Ihara_1986_adult_ultrathin_sections_nonDA_boutons_quantitation,Analysis,Ihara_1986_young_ultrathin_nonDA_boutons_quantitation,Analysis,1.0
31,Ihara_1986_young_ultrathin_DA_boutons_quantitation,Analysis,Ihara_1986_adult_ultrathin_sections_DA_boutons_quantitation,Analysis,1.0
33,Ihara_1986_young_ultrathin_nonDA_boutons_quantitation,Analysis,Ihara_1986_adult_ultrathin_sections_nonDA_boutons_quantitation,Analysis,1.0
37,Ishimaru_1991_24m_sections_cells_quantitation,Analysis,Ishimaru_1991_8w_sections_cells_quantitation,Analysis,1.0
39,Ishimaru_1991_8w_sections_cells_quantitation,Analysis,Ishimaru_1991_24m_sections_cells_quantitation,Analysis,1.0
309,Janis_2008_sections_TH_neurons_quantitation,Analysis,Song_2012_sections_TH_neurons_quantitation,Analysis,1.0
310,Janis_2008_sections_TH_neurons_quantitation,Analysis,Olson_2015_sections_TH_neurons_quantitation,Analysis,1.0
315,Johnson_2010_Wtmice_sections_THneg_neurons_quantitation,Analysis,Johnson_2010b_mouse_sections_Thneg_neurons_quantitation,Analysis,1.0
316,Johnson_2010_Wtmice_sections_THneg_neurons_quantitation,Analysis,Johnson_2010_mice_sections_Thneg_neurons_quantitation,Analysis,1.0
324,Johnson_2010_Wtmice_sections_neurons_quantitation,Analysis,Johnson_2010b_mouse_sections_neurons_quantitation,Analysis,1.0
325,Johnson_2010_Wtmice_sections_neurons_quantitation,Analysis,Johnson_2010_mice_sections_neurons_quantitation,Analysis,1.0
311,Johnson_2010_mice_sections_TH_neurons_quantitation,Analysis,Johnson_2010b_mouse_sections_TH_neurons_quantitation,Analysis,1.0
312,Johnson_2010_mice_sections_TH_neurons_quantitation,Analysis,Baquet_2009_sections_3d_TH_neurons_quantitation,Analysis,1.0
317,Johnson_2010_mice_sections_Thneg_neurons_quantitation,Analysis,Johnson_2010b_mouse_sections_Thneg_neurons_quantitation,Analysis,1.0
318,Johnson_2010_mice_sections_Thneg_neurons_quantitation,Analysis,Johnson_2010_Wtmice_sections_THneg_neurons_quantitation,Analysis,1.0
322,Johnson_2010_mice_sections_neurons_quantitation,Analysis,Johnson_2010b_mouse_sections_neurons_quantitation,Analysis,1.0
323,Johnson_2010_mice_sections_neurons_quantitation,Analysis,Johnson_2010_Wtmice_sections_neurons_quantitation,Analysis,1.0
313,Johnson_2010_rats_sections_TH_neurons_quantitation,Analysis,Johnson_2010b_rat_sections_TH_neurons_quantitation,Analysis,1.0
314,Johnson_2010_rats_sections_TH_neurons_quantitation,Analysis,Grieb_2013_sections_TH_cells_quantitation,Analysis,1.0
319,Johnson_2010_rats_sections_Thneg_neurons_quantitation,Analysis,Johnson_2010b_rat_sections_Thneg_neurons_quantitation,Analysis,1.0
320,Johnson_2010_rats_sections_neurons_quantitation,Analysis,Stanic_2004_sections_neurons_quantitation,Analysis,1.0
321,Johnson_2010_rats_sections_neurons_quantitation,Analysis,Johnson_2010b_rat_sections_neurons_quantitation,Analysis,1.0
326,Johnson_2010b_mouse_sections_TH_neurons_quantitation,Analysis,Johnson_2010_mice_sections_TH_neurons_quantitation,Analysis,1.0
327,Johnson_2010b_mouse_sections_TH_neurons_quantitation,Analysis,Baquet_2009_sections_3d_TH_neurons_quantitation,Analysis,1.0
328,Johnson_2010b_mouse_sections_Thneg_neurons_quantitation,Analysis,Johnson_2010_mice_sections_Thneg_neurons_quantitation,Analysis,1.0
329,Johnson_2010b_mouse_sections_Thneg_neurons_quantitation,Analysis,Johnson_2010_Wtmice_sections_THneg_neurons_quantitation,Analysis,1.0
330,Johnson_2010b_mouse_sections_neurons_quantitation,Analysis,Johnson_2010_Wtmice_sections_neurons_quantitation,Analysis,1.0
331,Johnson_2010b_mouse_sections_neurons_quantitation,Analysis,Johnson_2010_mice_sections_neurons_quantitation,Analysis,1.0
334,Johnson_2010b_rat_sections_TH_neurons_quantitation,Analysis,Johnson_2010_rats_sections_TH_neurons_quantitation,Analysis,1.0
335,Johnson_2010b_rat_sections_TH_neurons_quantitation,Analysis,Grieb_2013_sections_TH_cells_quantitation,Analysis,1.0
336,Johnson_2010b_rat_sections_Thneg_neurons_quantitation,Analysis,Johnson_2010_rats_sections_Thneg_neurons_quantitation,Analysis,1.0
332,Johnson_2010b_rat_sections_neurons_quantitation,Analysis,Stanic_2004_sections_neurons_quantitation,Analysis,1.0
333,Johnson_2010b_rat_sections_neurons_quantitation,Analysis,Johnson_2010_rats_sections_neurons_quantitation,Analysis,1.0
41,Johnston_1987_sections_chat_neurons_quantitation,Analysis,Meade_2000_sections_ChAT_neurons_quantitation,Analysis,1.0
337,Kang_2010_sections_TH_neurons_quantitation,Analysis,Komnig_2016b_sections_TH_neurons_quantitation,Analysis,1.0
338,Kang_2010_sections_TH_neurons_quantitation,Analysis,Horvath_2011_sections_TH_neurons_quantitation,Analysis,1.0
339,Kincaid_2001_sections_TH_neurons_quantitation,Analysis,Depboylu_2013_sections_TH_neurons_quantitation,Analysis,1.0
340,Kincaid_2001_sections_TH_neurons_quantitation,Analysis,Taylor_2014_24m_sections_TH_neurons_quantitation,Analysis,1.0
341,Komnig_2016_24w_sections_TH_neurons_quantitation,Analysis,Johnson_2010_mice_sections_TH_neurons_quantitation,Analysis,1.0
342,Komnig_2016_24w_sections_TH_neurons_quantitation,Analysis,Baquet_2009_sections_3d_TH_neurons_quantitation,Analysis,1.0
343,Komnig_2016b_sections_TH_neurons_quantitation,Analysis,Kang_2010_sections_TH_neurons_quantitation,Analysis,1.0
344,Komnig_2016b_sections_TH_neurons_quantitation,Analysis,Horvath_2011_sections_TH_neurons_quantitation,Analysis,1.0
468,Komnig_2016b_sections_nissl_neurons_quantitation,Analysis,Stayte_2015_shamveh_sections_Neun_neurons_quantitation,Analysis,1.0
469,Komnig_2016b_sections_nissl_neurons_quantitation,Analysis,Stayte_2015_sham_sections_neun_neurons_quantitation,Analysis,1.0
43,Laprade_1997_sections_nissl_neurons_quantitation,Analysis,Yamada_1996_young_sections_cv_neurons_quantitation,Analysis,1.0
45,Laprade_1997_sections_nissl_neurons_quantitation,Analysis,Yamada_1996_aged_sections_cv_neurons_quantitation,Analysis,1.0
55,Lauber_2016_sections_VVA_neurons_quantitation,Analysis,Filice_2016_PVEGFP_sections_VVA_neurons_quantitation,Analysis,1.0
57,Lauber_2016_sections_VVA_neurons_quantitation,Analysis,Filice_2016_wt_sections_VVA_neurons_quantitation,Analysis,1.0
47,Lauber_2018_sections_PV_neurons_quantitation,Analysis,Filice_2016_wt_sections_PV_neurons_quantitation,Analysis,1.0
49,Lauber_2018_sections_PV_neurons_quantitation,Analysis,Filice_2016_PVEGFP_sections_PV_neurons_quantitation,Analysis,1.0
51,Lauber_2018_sections_VVA_quantitation,Analysis,Filice_2016_PVEGFP_sections_VVA_neurons_quantitation,Analysis,1.0
53,Lauber_2018_sections_VVA_quantitation,Analysis,Filice_2016_wt_sections_VVA_neurons_quantitation,Analysis,1.0
59,Lawhorn_2008_sections_neurons_quantitation,Analysis,Baker_1980_CBA/J_sections_neuron_quantitation,Analysis,1.0
61,Lawhorn_2008_sections_neurons_quantitation,Analysis,Baker_1980_BALB/cJ_sections_neuron_quantitation,Analysis,1.0
470,Lieb_1996_P14_sections_TH_neurons_quantitation,Analysis,Lieb_1996_P28_sections_TH_neurons_quantitation,Analysis,1.0
471,Lieb_1996_P14_sections_TH_neurons_quantitation,Analysis,Lieb_1996_sections_TH_neurons_quantitation,Analysis,1.0
472,Lieb_1996_P28_sections_TH_neurons_quantitation,Analysis,Lieb_1996_P14_sections_TH_neurons_quantitation,Analysis,1.0
473,Lieb_1996_P28_sections_TH_neurons_quantitation,Analysis,Lieb_1996_sections_TH_neurons_quantitation,Analysis,1.0
474,Lieb_1996_P63_sections_TH_neurons_quantitation,Analysis,Lieb_1996_P14_sections_TH_neurons_quantitation,Analysis,1.0
475,Lieb_1996_P63_sections_TH_neurons_quantitation,Analysis,Lieb_1996_sections_TH_neurons_quantitation,Analysis,1.0
345,Lieb_1996_sections_TH_neurons_quantitation,Analysis,Lieb_1996_P28_sections_TH_neurons_quantitation,Analysis,1.0
346,Lieb_1996_sections_TH_neurons_quantitation,Analysis,Lieb_1996_P14_sections_TH_neurons_quantitation,Analysis,1.0
148,Lolova_1995_12m_sections_bFGF_large_neuron_quantitation,Analysis,Lolova_1995_3m_sections_bFGF_large_neuron_quantitation,Analysis,1.0
146,Lolova_1995_12m_sections_bFGF_medium_neuron_quantitation,Analysis,Lolova_1995_3m_sections_bFGF_medium_neurons_quantitation,Analysis,1.0
150,Lolova_1995_12m_sections_bFGF_neuron_quantitation,Analysis,Lolova_1995_3m_sections_bFGF_neurons_quantitation,Analysis,1.0
144,Lolova_1995_12m_sections_bFGF_small_neuron_quantitation,Analysis,Lolova_1995_3m_sections_bFGF_small_neurons_quantitation,Analysis,1.0
134,Lolova_1995_12m_sections_nissl_large_neurons_quantitation,Analysis,Lolova_1995_3m_sections_nissl_large_neurons_quantitation,Analysis,1.0
132,Lolova_1995_12m_sections_nissl_medium_neurons_quantitation,Analysis,Lolova_1995_3m_sections_nissl_medium_neurons_quantitation,Analysis,1.0
128,Lolova_1995_12m_sections_nissl_neurons_quantitation,Analysis,Lolova_1995_3m_sections_nissl_neurons_quantitation,Analysis,1.0
130,Lolova_1995_12m_sections_nissl_small_neurons_quantitation,Analysis,Lolova_1995_3m_sections_nissl_small_neurons_quantitation,Analysis,1.0
142,Lolova_1995_3m_sections_bFGF_large_neuron_quantitation,Analysis,Lolova_1995_12m_sections_bFGF_large_neuron_quantitation,Analysis,1.0
140,Lolova_1995_3m_sections_bFGF_medium_neurons_quantitation,Analysis,Lolova_1995_12m_sections_bFGF_medium_neuron_quantitation,Analysis,1.0
136,Lolova_1995_3m_sections_bFGF_neurons_quantitation,Analysis,Lolova_1995_12m_sections_bFGF_neuron_quantitation,Analysis,1.0
138,Lolova_1995_3m_sections_bFGF_small_neurons_quantitation,Analysis,Lolova_1995_12m_sections_bFGF_small_neuron_quantitation,Analysis,1.0
126,Lolova_1995_3m_sections_nissl_large_neurons_quantitation,Analysis,Lolova_1995_12m_sections_nissl_large_neurons_quantitation,Analysis,1.0
124,Lolova_1995_3m_sections_nissl_medium_neurons_quantitation,Analysis,Lolova_1995_12m_sections_nissl_medium_neurons_quantitation,Analysis,1.0
120,Lolova_1995_3m_sections_nissl_neurons_quantitation,Analysis,Lolova_1995_12m_sections_nissl_neurons_quantitation,Analysis,1.0
122,Lolova_1995_3m_sections_nissl_small_neurons_quantitation,Analysis,Lolova_1995_12m_sections_nissl_small_neurons_quantitation,Analysis,1.0
152,Loscher_2006_sections_GABA_neurons_quantitation,Analysis,Loscher_2006_sham_sections_GABA_neurons_quantitation,Analysis,1.0
154,Loscher_2006_sections_GAD65light_mRNA_neurons_quantitation,Analysis,Loscher_2006_sham_sections_GAD65light_neurons_quantitation,Analysis,1.0
156,Loscher_2006_sections_GAD67light_mRNA_neurons_quantitation,Analysis,Loscher_2006_sham_sections_GAD67light_neuron_quantitation,Analysis,1.0
502,Loscher_2006_sham_sections_GABA_neurons_quantitation,Analysis,Loscher_2006_sections_GABA_neurons_quantitation,Analysis,1.0
503,Loscher_2006_sham_sections_GAD65light_neurons_quantitation,Analysis,Loscher_2006_sections_GAD65light_mRNA_neurons_quantitation,Analysis,1.0
504,Loscher_2006_sham_sections_GAD67light_neuron_quantitation,Analysis,Loscher_2006_sections_GAD67light_mRNA_neurons_quantitation,Analysis,1.0
160,McArthur_2016_female_sections_GS_cells_quantitation,Analysis,McArthur_2016_male_sections_GS_cells_quantitation,Analysis,1.0
158,McArthur_2016_female_sections_TH_cells_quantitation,Analysis,McArthur_2016_male_sections_TH_cells_quantitation,Analysis,1.0
162,McArthur_2016_male_sections_GS_cells_quantitation,Analysis,McArthur_2016_female_sections_GS_cells_quantitation,Analysis,1.0
164,McArthur_2016_male_sections_TH_cells_quantitation,Analysis,McArthur_2016_female_sections_TH_cells_quantitation,Analysis,1.0
347,McCormack_2002_sections_TH_neurons_quantitation,Analysis,Gonzales-Aparicio_2011_young_sections_TH_neurons_quantitation,Analysis,1.0
348,McCormack_2002_sections_TH_neurons_quantitation,Analysis,Chan_1997_sections_TH_cells_quantitation,Analysis,1.0
166,McNeill_1990_10m_sections_TH_neurons_quantitation,Analysis,McNeill_1990_3m_sections_TH_neurons_quantitation_2,Analysis,1.0
168,McNeill_1990_10m_sections_TH_neurons_quantitation,Analysis,McNeill_1990_3m_sections_TH_neurons_quantitation,Analysis,1.0
465,McNeill_1990_10m_sections_TH_neurons_quantitation_2,Analysis,McNeill_1990_3m_sections_TH_neurons_quantitation,Analysis,1.0
466,McNeill_1990_10m_sections_TH_neurons_quantitation_2,Analysis,McNeill_1990_10m_sections_TH_neurons_quantitation,Analysis,1.0
461,McNeill_1990_25m_sections_TH_neurons_quantitation,Analysis,McNeill_1990_3m_sections_TH_neurons_quantitation,Analysis,1.0
462,McNeill_1990_25m_sections_TH_neurons_quantitation,Analysis,McNeill_1990_10m_sections_TH_neurons_quantitation,Analysis,1.0
463,McNeill_1990_30m_sections_TH_neurons_quantitation,Analysis,McNeill_1990_3m_sections_TH_neurons_quantitation,Analysis,1.0
464,McNeill_1990_30m_sections_TH_neurons_quantitation,Analysis,McNeill_1990_10m_sections_TH_neurons_quantitation,Analysis,1.0
170,McNeill_1990_3m_sections_TH_neurons_quantitation,Analysis,McNeill_1990_3m_sections_TH_neurons_quantitation_2,Analysis,1.0
172,McNeill_1990_3m_sections_TH_neurons_quantitation,Analysis,McNeill_1990_10m_sections_TH_neurons_quantitation,Analysis,1.0
174,McNeill_1990_3m_sections_TH_neurons_quantitation_2,Analysis,McNeill_1990_3m_sections_TH_neurons_quantitation,Analysis,1.0
176,McNeill_1990_3m_sections_TH_neurons_quantitation_2,Analysis,McNeill_1990_10m_sections_TH_neurons_quantitation,Analysis,1.0
178,Meade_2000_sections_ChAT_neurons_quantitation,Analysis,Johnston_1987_sections_chat_neurons_quantitation,Analysis,1.0
63,Meshul_1994_ultrathin_synapses_quantitation,Analysis,Butler_1999_ultrathin_asym_synapses_quantitation,Analysis,1.0
65,Meshul_1994_ultrathin_synapses_quantitation,Analysis,Butler_1999_ultrathin_sym_synapses_quantitation,Analysis,1.0
467,Mori_2017_sections_nissl_neurons_quantitation,Analysis,Sun_2012_sections_nissl_neurons_quantitation,Analysis,1.0
71,Murata_2003_P10_sections_NADPH_neurons_quantitation,Analysis,Murata_2003_P14_sections_NADPH_neurons_quantitation,Analysis,1.0
73,Murata_2003_P10_sections_NADPH_neurons_quantitation,Analysis,Murata_2003_P1_sections_NADPH_neurons_quantitation,Analysis,1.0
75,Murata_2003_P14_sections_NADPH_neurons_quantitation,Analysis,Murata_2003_P10_sections_NADPH_neurons_quantitation,Analysis,1.0
77,Murata_2003_P14_sections_NADPH_neurons_quantitation,Analysis,Murata_2003_P1_sections_NADPH_neurons_quantitation,Analysis,1.0
67,Murata_2003_P1_sections_NADPH_neurons_quantitation,Analysis,Murata_2003_P14_sections_NADPH_neurons_quantitation,Analysis,1.0
69,Murata_2003_P1_sections_NADPH_neurons_quantitation,Analysis,Murata_2003_P10_sections_NADPH_neurons_quantitation,Analysis,1.0
79,Murata_2003_P21_sections_NADPH_neurons_quantitation,Analysis,Murata_2003_P10_sections_NADPH_neurons_quantitation,Analysis,1.0
81,Murata_2003_P21_sections_NADPH_neurons_quantitation,Analysis,Murata_2003_P1_sections_NADPH_neurons_quantitation,Analysis,1.0
83,Murata_2003_P28_sections_NADPH_neurons_quantitation,Analysis,Murata_2003_P10_sections_NADPH_neurons_quantitation,Analysis,1.0
85,Murata_2003_P28_sections_NADPH_neurons_quantitation,Analysis,Murata_2003_P1_sections_NADPH_neurons_quantitation,Analysis,1.0
91,Murata_2003_P35_sections_NADPH_neurons_quantitation,Analysis,Murata_2003_P10_sections_NADPH_neurons_quantitation,Analysis,1.0
93,Murata_2003_P35_sections_NADPH_neurons_quantitation,Analysis,Murata_2003_P1_sections_NADPH_neurons_quantitation,Analysis,1.0
87,Murata_2003_P3_sections_NADPH_neurons_quantitation,Analysis,Murata_2003_P10_sections_NADPH_neurons_quantitation,Analysis,1.0
89,Murata_2003_P3_sections_NADPH_neurons_quantitation,Analysis,Murata_2003_P1_sections_NADPH_neurons_quantitation,Analysis,1.0
95,Murata_2003_P5_sections_NADPH_neurons_quantitation,Analysis,Murata_2003_P10_sections_NADPH_neurons_quantitation,Analysis,1.0
97,Murata_2003_P5_sections_NADPH_neurons_quantitation,Analysis,Murata_2003_P1_sections_NADPH_neurons_quantitation,Analysis,1.0
99,Murata_2003_P7_sections_NADPH_neurons_quantitation,Analysis,Murata_2003_P10_sections_NADPH_neurons_quantitation,Analysis,1.0
101,Murata_2003_P7_sections_NADPH_neurons_quantitation,Analysis,Murata_2003_P1_sections_NADPH_neurons_quantitation,Analysis,1.0
296,NMO_Martone_2008_MSN_neurons_morphology_25x,Analysis,NMO_Martone_2008_MSN_neurons_morphology_63x,Analysis,1.0
297,NMO_Martone_2008_MSN_neurons_morphology_63x,Analysis,NMO_Martone_2008_MSN_neurons_morphology_25x,Analysis,1.0
180,Nair-Roberts_2008_sections_GAD_TH_TH_neurons_quantitation,Analysis,Westphal_2016_sections_th_neurons_quantitation,Analysis,1.0
184,O'Kusky_1999_Sv_sections_neurons_quantitation,Analysis,O'Kusky_1999_bl6-2_sections_neurons_quantitation,Analysis,1.0
186,O'Kusky_1999_bl6-1_ultrathinsections_asym_synapses_quantitation,Analysis,O'Kusky_1999_bl6-1_ultrathinsections_sym_synapses_quantitation,Analysis,1.0
188,O'Kusky_1999_bl6-1_ultrathinsections_sym_synapses_quantitation,Analysis,O'Kusky_1999_bl6-1_ultrathinsections_asym_synapses_quantitation,Analysis,1.0
182,O'Kusky_1999_bl6-2_sections_neurons_quantitation,Analysis,O'Kusky_1999_Sv_sections_neurons_quantitation,Analysis,1.0
194,Oestergaard_1995_sections_ISH_NPY_neurons_quantitation,Analysis,Oestergaard_1995_sections_NPY-immun_neurons_quantitation,Analysis,1.0
196,Oestergaard_1995_sections_ISH_SS_neurons_quantitation,Analysis,Oestergaard_1995_sections_SS-immun_neurons_quantitation,Analysis,1.0
192,Oestergaard_1995_sections_NPY-immun_neurons_quantitation,Analysis,Oestergaard_1995_sections_ISH_NPY_neurons_quantitation,Analysis,1.0
190,Oestergaard_1995_sections_SS-immun_neurons_quantitation,Analysis,Oestergaard_1995_sections_ISH_SS_neurons_quantitation,Analysis,1.0
349,Olson_2015_sections_TH_neurons_quantitation,Analysis,Song_2012_sections_TH_neurons_quantitation,Analysis,1.0
350,Olson_2015_sections_TH_neurons_quantitation,Analysis,Janis_2008_sections_TH_neurons_quantitation,Analysis,1.0
198,Parish_2001_sections_snc_TH_neurons_quantitation,Analysis,Smeyne_2016_sections_designbased_TH_neurons_quantitation,Analysis,1.0
200,Parish_2001_sections_snc_TH_neurons_quantitation,Analysis,Price_2009_sections_TH_neurons_quantitation,Analysis,1.0
202,Parish_2001_snc_NR_neurons_quantitations,Analysis,Price_2009_sections_nissl_neurons_quantitation,Analysis,1.0
212,Pickel_2006_sections_CB1R_terminals_asym_quantitation,Analysis,Pickel_2006_sections_CB1R_terminals_sym_quantitation,Analysis,1.0
215,Pickel_2006_sections_CB1R_terminals_sym_quantitation,Analysis,Pickel_2006_sections_CB1R_terminals_asym_quantitation,Analysis,1.0
208,Pickel_2006_sections_D2R_terminals_asym_quantitation,Analysis,Pickel_2006_sections_D2R_terminals_sym_quantitation,Analysis,1.0
210,Pickel_2006_sections_D2R_terminals_asym_quantitation,Analysis,Pickel_2006_sections_D2R_terminals_quantitation,Analysis,1.0
204,Pickel_2006_sections_D2R_terminals_quantitation,Analysis,Pickel_2006_sections_D2R_terminals_sym_quantitation,Analysis,1.0
206,Pickel_2006_sections_D2R_terminals_quantitation,Analysis,Pickel_2006_sections_D2R_terminals_asym_quantitation,Analysis,1.0
213,Pickel_2006_sections_D2R_terminals_sym_quantitation,Analysis,Pickel_2006_sections_D2R_terminals_asym_quantitation,Analysis,1.0
214,Pickel_2006_sections_D2R_terminals_sym_quantitation,Analysis,Pickel_2006_sections_D2R_terminals_quantitation,Analysis,1.0
352,Price_2009_sections_TH_neurons_quantitation,Analysis,Smeyne_2016_sections_designbased_TH_neurons_quantitation,Analysis,1.0
353,Price_2009_sections_TH_neurons_quantitation,Analysis,Parish_2001_sections_snc_TH_neurons_quantitation,Analysis,1.0
351,Price_2009_sections_nissl_neurons_quantitation,Analysis,Parish_2001_snc_NR_neurons_quantitations,Analysis,1.0
437,Purisai_2007_sections_neurons_quantitation,Analysis,Johnson_2010_Wtmice_sections_neurons_quantitation,Analysis,1.0
438,Purisai_2007_sections_neurons_quantitation,Analysis,Johnson_2010_mice_sections_neurons_quantitation,Analysis,1.0
439,Ratzka_2012_P0_sections_TH_neurons_quantitation,Analysis,Ratzka_2012_P28_sections_TH_neurons_quantitation,Analysis,1.0
440,Ratzka_2012_P28_sections_TH_neurons_quantitation,Analysis,Ratzka_2012_P0_sections_TH_neurons_quantitation,Analysis,1.0
103,Richner_2009_12m_sections_MSNs_quantitation,Analysis,Richner_2009_6m_sections_MSNs_quantitation,Analysis,1.0
105,Richner_2009_6m_sections_MSNs_quantitation,Analysis,Richner_2009_12m_sections_MSNs_quantitation,Analysis,1.0
354,Richter_2017_11m_sections_TH_neurons_quantitation,Analysis,Johnson_2010_mice_sections_TH_neurons_quantitation,Analysis,1.0
355,Richter_2017_11m_sections_TH_neurons_quantitation,Analysis,Baquet_2009_sections_3d_TH_neurons_quantitation,Analysis,1.0
356,Richter_2017_11m_sections_all_neurons_quantitation,Analysis,Johnson_2010_Wtmice_sections_neurons_quantitation,Analysis,1.0
357,Richter_2017_11m_sections_all_neurons_quantitation,Analysis,Johnson_2010_mice_sections_neurons_quantitation,Analysis,1.0
360,Richter_2017_18m_sections_TH_neurons_quantitation,Analysis,Johnson_2010_mice_sections_TH_neurons_quantitation,Analysis,1.0
361,Richter_2017_18m_sections_TH_neurons_quantitation,Analysis,Baquet_2009_sections_3d_TH_neurons_quantitation,Analysis,1.0
358,Richter_2017_18m_sections_all_neurons_quantitation,Analysis,Johnson_2010_Wtmice_sections_neurons_quantitation,Analysis,1.0
359,Richter_2017_18m_sections_all_neurons_quantitation,Analysis,Johnson_2010_mice_sections_neurons_quantitation,Analysis,1.0
362,Richter_2017_5w_sections_TH_neurons_quantitation,Analysis,Johnson_2010_mice_sections_TH_neurons_quantitation,Analysis,1.0
363,Richter_2017_5w_sections_TH_neurons_quantitation,Analysis,Baquet_2009_sections_3d_TH_neurons_quantitation,Analysis,1.0
364,Richter_2017_5w_sections_all_neurons_quantitation,Analysis,Johnson_2010_Wtmice_sections_neurons_quantitation,Analysis,1.0
365,Richter_2017_5w_sections_all_neurons_quantitation,Analysis,Johnson_2010_mice_sections_neurons_quantitation,Analysis,1.0
